																						
	Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	A56AF	BASUSDA_45	CV1	CV8	Cv1	DSM26508	SAM215	UFO-VIO
	group_118	phage tail protein	Chitin-binding type-3 domain-containing protein	8	8	1	301	2058				989	1934	1808	PAGBNG_04304	EADAOE_02961	MJAKFC_03644	PIBFPJ_01130	MDFDNN_02913	BLLDNB_03722	KCCMJC_02911	HCOCDN_02497
	pflB		formate C-acetyltransferase	8	8	1	301	1020				1451	2327	2217	PAGBNG_01540	EADAOE_00504	MJAKFC_03188	PIBFPJ_02246	MDFDNN_01591	BLLDNB_02971	KCCMJC_02337	HCOCDN_03797
	cutC		PF03932 family protein CutC	8	8	1	301	1017				719	785	776	PAGBNG_01542	EADAOE_00506	MJAKFC_03186	PIBFPJ_02248	MDFDNN_01589	BLLDNB_02969	KCCMJC_02339	HCOCDN_03799
	ggt		gamma-glutamyltransferase	8	8	1	301	1016				1442	1664	1636	PAGBNG_01543	EADAOE_00507	MJAKFC_03185	PIBFPJ_02249	MDFDNN_01588	BLLDNB_02968	KCCMJC_02340	HCOCDN_03800
	DUF1304 domain-containing protein		DUF1304 domain-containing protein	8	8	1	301	1007				356	356	356	PAGBNG_01550	EADAOE_00514	MJAKFC_03178	PIBFPJ_02256	MDFDNN_01552	BLLDNB_02960	KCCMJC_02347	HCOCDN_03807
	group_1188	adhE	methylmalonate-semialdehyde dehydrogenase (CoA acylating)	8	8	1	301	1004				566	1493	1377	PAGBNG_01553	EADAOE_00517	MJAKFC_03175	PIBFPJ_02259	MDFDNN_01548	BLLDNB_02957	KCCMJC_02350	HCOCDN_03810
	Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein		Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein	8	8	1	301	5400				971	971	971	PAGBNG_01639	EADAOE_01292	MJAKFC_03263	PIBFPJ_02903	MDFDNN_00996	BLLDNB_00573	KCCMJC_01048	HCOCDN_00634
	DUF4440 domain-containing protein		DUF4440 domain-containing protein	8	8	1	301	5391				467	467	467	PAGBNG_01644	EADAOE_04137	MJAKFC_03258	PIBFPJ_02898	MDFDNN_00447	BLLDNB_00578	KCCMJC_01053	HCOCDN_00629
	xseB		exodeoxyribonuclease VII small subunit	8	8	1	301	5384				233	233	233	PAGBNG_01651	EADAOE_04130	MJAKFC_03251	PIBFPJ_02891	MDFDNN_00454	BLLDNB_00585	KCCMJC_01060	HCOCDN_00623
	group_1203	Amino acid ABC transporter substrate-binding protein	Amino acid ABC transporter substrate-binding protein	8	8	1	301	4799				737	932	855	PAGBNG_01671	EADAOE_01134	MJAKFC_03117	PIBFPJ_03102	MDFDNN_04862	BLLDNB_00603	KCCMJC_01071	HCOCDN_00609
	group_1208	Chromate transporter	Chromate transporter	8	8	1	301	1221				557	557	557	PAGBNG_01718	EADAOE_00247	MJAKFC_02867	PIBFPJ_00301	MDFDNN_01849	BLLDNB_01448	KCCMJC_02806	HCOCDN_03508
	hemE		uroporphyrinogen decarboxylase	8	8	1	301	1217				497	1064	993	PAGBNG_01722	EADAOE_00251	MJAKFC_02863	PIBFPJ_00297	MDFDNN_01843	BLLDNB_01452	KCCMJC_02810	HCOCDN_03512
	group_1211	hypothetical protein	hypothetical protein	8	8	1	301	1205				131	131	131	PAGBNG_01733	EADAOE_00261	MJAKFC_02853	PIBFPJ_00287	MDFDNN_01830	BLLDNB_01462	KCCMJC_02820	HCOCDN_03522
	group_1212	adhE	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	8	8	1	301	1201				1520	2663	2520	PAGBNG_01737	EADAOE_00265	MJAKFC_02849	PIBFPJ_00283	MDFDNN_01826	BLLDNB_01466	KCCMJC_02824	HCOCDN_03526
	RNA pseudouridine synthase		RNA pseudouridine synthase	8	8	1	301	4525				479	692	656	PAGBNG_01752	EADAOE_00280	MJAKFC_02829	PIBFPJ_00267	MDFDNN_04653	BLLDNB_01482	KCCMJC_02839	HCOCDN_03541
	Esterase		Esterase	8	8	1	301	4551				248	917	833	PAGBNG_01772	EADAOE_00298	MJAKFC_02502	PIBFPJ_00248	MDFDNN_00806	BLLDNB_00131	KCCMJC_02109	HCOCDN_03562
	dedA		DedA family protein	8	8	1	301	4503				566	566	566	PAGBNG_01773	EADAOE_00299	MJAKFC_02503	PIBFPJ_00247	MDFDNN_00805	BLLDNB_00130	KCCMJC_02110	HCOCDN_03563
	frwC		Protein-N p-phosphohistidine-sugar phosphotransferase	8	8	1	301	4500				230	1046	944	PAGBNG_01775	EADAOE_00301	MJAKFC_02505	PIBFPJ_00245	MDFDNN_00803	BLLDNB_00127	KCCMJC_02112	HCOCDN_03565
	group_1221	ABC transporter substrate-binding protein	ABC transporter substrate-binding protein	8	8	1	301	2099				1370	1592	1564	PAGBNG_01805	EADAOE_04084	MJAKFC_02305	PIBFPJ_01862	MDFDNN_02052	BLLDNB_01093	KCCMJC_02777	HCOCDN_03252
	Beta-aspartyl-peptidase		Beta-aspartyl-peptidase	8	8	1	301	5636				308	935	856	PAGBNG_01853	EADAOE_03647	MJAKFC_02232	PIBFPJ_01806	MDFDNN_05007	BLLDNB_02696	KCCMJC_01845	HCOCDN_03203
	group_1225	hisM	Amino acid ABC transporter permease	8	8	1	301	5641				662	662	662	PAGBNG_01857	EADAOE_03643	MJAKFC_02236	PIBFPJ_01802	MDFDNN_02156	BLLDNB_02700	KCCMJC_01849	HCOCDN_03199
	ychF		redox-regulated ATPase YchF	8	8	1	301	5644				602	1091	1029	PAGBNG_01860	EADAOE_03640	MJAKFC_02239	PIBFPJ_01799	MDFDNN_02158	BLLDNB_02703	KCCMJC_01852	HCOCDN_03196
	mutM		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	8	8	1	301	5652				335	860	794	PAGBNG_01868	EADAOE_03632	MJAKFC_02247	PIBFPJ_01791	MDFDNN_02167	BLLDNB_02711	KCCMJC_01860	HCOCDN_03188
	pilW		Pilus assembly protein PilW	8	8	1	301	5672				587	587	587	PAGBNG_01887	EADAOE_03614	MJAKFC_02266	PIBFPJ_01773	MDFDNN_02185	BLLDNB_02730	KCCMJC_01878	HCOCDN_03168
	pilV		Type IV pilus modification protein PilV	8	8	1	301	5674				377	377	377	PAGBNG_01889	EADAOE_03612	MJAKFC_02268	PIBFPJ_01771	MDFDNN_02187	BLLDNB_02732	KCCMJC_01880	HCOCDN_03166
	U32 family peptidase		U32 family peptidase	8	8	1	301	5677				932	932	932	PAGBNG_01891	EADAOE_03610	MJAKFC_02270	PIBFPJ_01769	MDFDNN_02190	BLLDNB_02734	KCCMJC_01882	HCOCDN_03164
	group_1232	PLP-dependent aminotransferase family protein	PLP-dependent aminotransferase family protein	8	8	1	301	5690				980	1448	1330	PAGBNG_01902	EADAOE_04103	MJAKFC_02281	PIBFPJ_01758	MDFDNN_04422	BLLDNB_02745	KCCMJC_01893	HCOCDN_03150
	ybeY		rRNA maturation RNase YbeY	8	8	1	301	3090				506	506	506	PAGBNG_02007	EADAOE_03548	MJAKFC_02436	PIBFPJ_01707	MDFDNN_02263	BLLDNB_01575	KCCMJC_03723	HCOCDN_03095
	Cbb3-type cytochrome c oxidase subunit 3		Cbb3-type cytochrome c oxidase subunit 3	8	8	1	301	1362				212	212	212	PAGBNG_02072	EADAOE_00639	MJAKFC_00278	PIBFPJ_02428	MDFDNN_01369	BLLDNB_01732	KCCMJC_02614	HCOCDN_04008
	group_1240	bioF	glycine C-acetyltransferase	8	8	1	301	1361				815	1199	1151	PAGBNG_02073	EADAOE_00640	MJAKFC_00279	PIBFPJ_02429	MDFDNN_01367	BLLDNB_01733	KCCMJC_02615	HCOCDN_04009
	cysK		cysteine synthase A	8	8	1	301	3644				698	932	902	PAGBNG_02208	EADAOE_02046	MJAKFC_03571	PIBFPJ_00184	MDFDNN_03872	BLLDNB_00080	KCCMJC_02158	HCOCDN_03610
	xseA		exodeoxyribonuclease VII large subunit	8	8	1	301	3649				164	1373	1221	PAGBNG_02211	EADAOE_02049	MJAKFC_03574	PIBFPJ_00187	MDFDNN_04718	BLLDNB_00083	KCCMJC_02155	HCOCDN_03607
	ispH		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	8	8	1	301	3652				917	932	930	PAGBNG_02212	EADAOE_02051	MJAKFC_02546	PIBFPJ_00189	MDFDNN_03867	BLLDNB_00085	KCCMJC_02153	HCOCDN_03606
	prmC		peptide chain release factor N(5)-glutamine methyltransferase	8	8	1	301	3668				824	824	824	PAGBNG_02228	EADAOE_02067	MJAKFC_02530	PIBFPJ_00205	MDFDNN_03851	BLLDNB_00101	KCCMJC_02137	HCOCDN_03590
	group_125	EAL domain-containing protein	EAL domain-containing protein	8	8	1	301	4993				248	791	500	PAGBNG_00388	EADAOE_01390	MJAKFC_00704	PIBFPJ_03251	MDFDNN_05172	BLLDNB_00440	KCCMJC_02462	HCOCDN_00452
	putative protease		putative protease	8	8	1	301	7070				119	1637	1447	PAGBNG_02313	EADAOE_00867	MJAKFC_03652	PIBFPJ_02823	MDFDNN_01068	BLLDNB_03186	KCCMJC_03099	HCOCDN_01068
	hrpE		Flagellar assembly protein FliH/Type III secretion system HrpE domain-containing protein	8	8	1	301	7099				665	665	665	PAGBNG_02335	EADAOE_00845	MJAKFC_03729	PIBFPJ_02801	MDFDNN_04619	BLLDNB_03164	KCCMJC_00779	HCOCDN_01091
	putative 2-aminoethylphosphonate ABC transporter ATP-binding protein		putative 2-aminoethylphosphonate ABC transporter ATP-binding protein	8	8	1	301	7155				329	1100	1003	PAGBNG_02374	EADAOE_00805	MJAKFC_02058	PIBFPJ_02761	MDFDNN_01169	BLLDNB_03860	KCCMJC_00819	HCOCDN_01131
	phnN		phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN	8	8	1	301	7160				527	557	553	PAGBNG_02379	EADAOE_00800	MJAKFC_02053	PIBFPJ_02756	MDFDNN_04766	BLLDNB_03855	KCCMJC_00824	HCOCDN_01136
	group_1261	N-acetyltransferase	N-acetyltransferase	8	8	1	301	7197				482	482	482	PAGBNG_02391	EADAOE_00789	MJAKFC_02042	PIBFPJ_02745	MDFDNN_01188	BLLDNB_03844	KCCMJC_00835	HCOCDN_01195
	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein		Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	8	8	1	301	7206				494	602	588	PAGBNG_02400	EADAOE_00780	MJAKFC_02033	PIBFPJ_02736	MDFDNN_01197	BLLDNB_03835	KCCMJC_00844	HCOCDN_01204
	group_1263	(2Fe-2S)-binding protein	(2Fe-2S)-binding protein	8	8	1	301	7211				359	359	359	PAGBNG_02405	EADAOE_00775	MJAKFC_02028	PIBFPJ_02731	MDFDNN_01203	BLLDNB_03830	KCCMJC_00849	HCOCDN_01209
	bamE		Outer membrane protein assembly factor BamE	8	8	1	301	7220				395	395	395	PAGBNG_02414	EADAOE_00766	MJAKFC_02019	PIBFPJ_02722	MDFDNN_01212	BLLDNB_03821	KCCMJC_00858	HCOCDN_01218
	group_1265	soxR	MerR family transcriptional regulator	8	8	1	301	7238				392	401	393	PAGBNG_02431	EADAOE_00749	MJAKFC_02002	PIBFPJ_02705	MDFDNN_01229	BLLDNB_03804	KCCMJC_00875	HCOCDN_01235
	group_1266	eamA	EamA domain-containing protein	8	8	1	301	7253				110	890	792	PAGBNG_02440	EADAOE_00740	MJAKFC_01337	PIBFPJ_02696	MDFDNN_01246	BLLDNB_03795	KCCMJC_00884	HCOCDN_01244
	glutamine--tRNA ligase/YqeY domain fusion protein		glutamine--tRNA ligase/YqeY domain fusion protein	8	8	1	301	7278				311	1682	1510	PAGBNG_02458	EADAOE_00722	MJAKFC_01318	PIBFPJ_02678	MDFDNN_01275	BLLDNB_03776	KCCMJC_00902	HCOCDN_01262
	selO		Protein adenylyltransferase SelO	8	8	1	301	7282				1475	1475	1475	PAGBNG_02462	EADAOE_00718	MJAKFC_01314	PIBFPJ_02674	MDFDNN_01280	BLLDNB_03772	KCCMJC_00242	HCOCDN_01266
	group_1276	asnC	Regulatory protein AsnC	8	8	1	301	6969				443	443	443	PAGBNG_02481	EADAOE_00699	MJAKFC_01295	PIBFPJ_02655	MDFDNN_01293	BLLDNB_01904	KCCMJC_00223	HCOCDN_01285
	flgJ		Flagellar protein FlgJ N-terminal domain-containing protein	8	8	1	301	6963				317	422	408	PAGBNG_02486	EADAOE_00694	MJAKFC_01290	PIBFPJ_02650	MDFDNN_01299	BLLDNB_01899	KCCMJC_00218	HCOCDN_01290
	Nicotinamide mononucleotide-binding protein		Nicotinamide mononucleotide-binding protein	8	8	1	301	6942				551	551	551	PAGBNG_02506	EADAOE_00674	MJAKFC_01271	PIBFPJ_02631	MDFDNN_01320	BLLDNB_01879	KCCMJC_00199	HCOCDN_01310
	ornithine cyclodeaminase family protein		ornithine cyclodeaminase family protein	8	8	1	301	6926				584	944	899	PAGBNG_02521	EADAOE_01782	MJAKFC_01256	PIBFPJ_02616	MDFDNN_04242	BLLDNB_01255	KCCMJC_00184	HCOCDN_01325
	actP		Acetate permease	8	8	1	301	6902				314	1679	1508	PAGBNG_02542	EADAOE_01802	MJAKFC_01236	PIBFPJ_02596	MDFDNN_04225	BLLDNB_01235	KCCMJC_00164	HCOCDN_01348
	Phenol degradation protein		Phenol degradation protein	8	8	1	301	6899				965	977	972	PAGBNG_02545	EADAOE_01805	MJAKFC_01233	PIBFPJ_02593	MDFDNN_04221	BLLDNB_01232	KCCMJC_00161	HCOCDN_01351
	Tautomerase family protein		Tautomerase family protein	8	8	1	301	6897				356	407	400	PAGBNG_02547	EADAOE_01807	MJAKFC_01231	PIBFPJ_02590	MDFDNN_04220	BLLDNB_01230	KCCMJC_00159	HCOCDN_01353
	group_1289	potE	Amino acid permease	8	8	1	301	6884				899	1397	1334	PAGBNG_02554	EADAOE_01814	MJAKFC_01224	PIBFPJ_02583	MDFDNN_04211	BLLDNB_01223	KCCMJC_00152	HCOCDN_01360
	pccA		putative acyl-coA carboxylase subunit	8	8	1	301	7263				227	1955	1739	PAGBNG_02448	EADAOE_00732	MJAKFC_01329	PIBFPJ_02688	MDFDNN_01262	BLLDNB_03786	KCCMJC_00892	HCOCDN_01252
	group_1291	DUF4440 domain-containing protein	DUF4440 domain-containing protein	8	8	1	301	6866				359	389	384	PAGBNG_02566	EADAOE_01827	MJAKFC_02729	PIBFPJ_02570	MDFDNN_04185	BLLDNB_01210	KCCMJC_00139	HCOCDN_01373
	NRAMP family metal ion transporter		NRAMP family metal ion transporter	8	8	1	301	6859				575	1238	1155	PAGBNG_02572	EADAOE_01833	MJAKFC_02735	PIBFPJ_02564	MDFDNN_04177	BLLDNB_01204	KCCMJC_00133	HCOCDN_01379
	group_1294	Phage tail protein	Phage tail protein	8	8	1	301	6856				212	212	212	PAGBNG_02575	EADAOE_01836	MJAKFC_02738	PIBFPJ_02561	MDFDNN_04175	BLLDNB_01201	KCCMJC_00130	HCOCDN_01382
	group_1295	histidine kinase	histidine kinase	8	8	1	301	6836				1385	1547	1526	PAGBNG_02594	EADAOE_01855	MJAKFC_02757	PIBFPJ_02542	MDFDNN_04154	BLLDNB_01182	KCCMJC_00111	HCOCDN_01401
	lpxK		tetraacyldisaccharide 4'-kinase	8	8	1	301	6830				530	1019	957	PAGBNG_02600	EADAOE_01861	MJAKFC_02763	PIBFPJ_02536	MDFDNN_04148	BLLDNB_01176	KCCMJC_00105	HCOCDN_01407
	group_1299	exbD	Biopolymer transport protein exbD	8	8	1	301	6829				416	416	416	PAGBNG_02601	EADAOE_01862	MJAKFC_02764	PIBFPJ_02535	MDFDNN_04147	BLLDNB_01175	KCCMJC_00104	HCOCDN_01408
	leuS		leucine--tRNA ligase	8	8	1	301	432				749	2663	2390	PAGBNG_03439	EADAOE_02880	MJAKFC_02570	PIBFPJ_01047	MDFDNN_03005	BLLDNB_02249	KCCMJC_03150	HCOCDN_02411
	group_1300	Solute-binding protein family 3/N-terminal domain-containing protein	Solute-binding protein family 3/N-terminal domain-containing protein	8	8	1	301	6817				731	731	731	PAGBNG_02613	EADAOE_01874	MJAKFC_02776	PIBFPJ_02523	MDFDNN_04137	BLLDNB_01163	KCCMJC_00092	HCOCDN_01420
	Peptidase C39-like domain-containing protein		Peptidase C39-like domain-containing protein	8	8	1	301	6786				593	593	593	PAGBNG_02642	EADAOE_01903	MJAKFC_01968	PIBFPJ_00014	MDFDNN_04109	BLLDNB_01984	KCCMJC_00063	HCOCDN_01450
	Prephenate dehydrogenase		Prephenate dehydrogenase	8	8	1	301	6781				881	896	889	PAGBNG_02647	EADAOE_01908	MJAKFC_01963	PIBFPJ_00019	MDFDNN_04093	BLLDNB_01980	KCCMJC_00059	HCOCDN_01454
	Dicarboxylate/amino acid:cation symporter		Dicarboxylate/amino acid:cation symporter	8	8	1	301	6779				878	1166	1130	PAGBNG_02649	EADAOE_01910	MJAKFC_01961	PIBFPJ_00021	MDFDNN_04091	BLLDNB_01978	KCCMJC_00057	HCOCDN_01456
	rsmI		Ribosomal RNA small subunit methyltransferase I	8	8	1	301	6767				704	704	704	PAGBNG_02662	EADAOE_01922	MJAKFC_01949	PIBFPJ_00033	MDFDNN_04078	BLLDNB_01966	KCCMJC_00045	HCOCDN_01468
	YqjK-like protein		YqjK-like protein	8	8	1	301	6723				272	272	272	PAGBNG_02703	EADAOE_01962	MJAKFC_02975	PIBFPJ_00092	MDFDNN_04679	BLLDNB_01305	KCCMJC_03743	HCOCDN_01536
	Deoxyribodipyrimidine photolyase		Deoxyribodipyrimidine photolyase	8	8	1	301	6712				899	1415	1350	PAGBNG_02715	EADAOE_01973	MJAKFC_02964	PIBFPJ_00103	MDFDNN_04025	BLLDNB_01294	KCCMJC_03060	HCOCDN_01548
	group_1315	lysR	LysR family transcriptional regulator	8	8	1	301	6711				674	956	916	PAGBNG_02716	EADAOE_01974	MJAKFC_02963	PIBFPJ_00104	MDFDNN_04990	BLLDNB_01293	KCCMJC_03059	HCOCDN_01549
	EamA-like transporter family protein		EamA-like transporter family protein	8	8	1	301	6709				464	464	464	PAGBNG_02718	EADAOE_01976	MJAKFC_02961	PIBFPJ_00106	MDFDNN_04022	BLLDNB_01291	KCCMJC_03057	HCOCDN_01551
	protease pro-enzyme activation domain-containing protein		protease pro-enzyme activation domain-containing protein	8	8	1	301	6680				1646	1916	1882	PAGBNG_02746	EADAOE_02003	MJAKFC_02936	PIBFPJ_00131	MDFDNN_03995	BLLDNB_01264	KCCMJC_03032	HCOCDN_01576
	group_1319	araC	AraC family transcriptional regulator	8	8	1	301	4881				839	932	920	PAGBNG_02767	EADAOE_04035	MJAKFC_03736	PIBFPJ_03054	MDFDNN_00458	BLLDNB_01013	KCCMJC_00610	HCOCDN_00702
	pgeF		peptidoglycan editing factor PgeF	8	8	1	301	5011				737	737	737	PAGBNG_02777	EADAOE_01016	MJAKFC_01212	PIBFPJ_03044	MDFDNN_00908	BLLDNB_01024	KCCMJC_00600	HCOCDN_00712
	group_1323	araC	AraC family transcriptional regulator	8	8	1	301	5010				608	656	614	PAGBNG_02778	EADAOE_01015	MJAKFC_01211	PIBFPJ_03043	MDFDNN_00909	BLLDNB_01025	KCCMJC_00599	HCOCDN_00713
	SDR family oxidoreductase		SDR family oxidoreductase	8	8	1	301	4999				752	797	757	PAGBNG_02789	EADAOE_01004	MJAKFC_01200	PIBFPJ_03032	MDFDNN_00921	BLLDNB_01036	KCCMJC_00588	HCOCDN_00724
	gph		phosphoglycolate phosphatase	8	8	1	301	4998				668	668	668	PAGBNG_02790	EADAOE_01003	MJAKFC_01199	PIBFPJ_03031	MDFDNN_00923	BLLDNB_01037	KCCMJC_00587	HCOCDN_00725
	group_1329	Solute-binding protein family 3/N-terminal domain-containing protein	Solute-binding protein family 3/N-terminal domain-containing protein	8	8	1	301	4897				686	902	834	PAGBNG_02796	EADAOE_00996	MJAKFC_01193	PIBFPJ_03023	MDFDNN_04865	BLLDNB_01044	KCCMJC_00581	HCOCDN_00731
	rmuC		DNA recombination protein RmuC	8	8	1	301	5025				1433	1571	1540	PAGBNG_02802	EADAOE_03876	MJAKFC_01187	PIBFPJ_03018	MDFDNN_00580	BLLDNB_01050	KCCMJC_00576	HCOCDN_00736
	Recombinase		Recombinase	8	8	1	301	5038				1091	2042	1923	PAGBNG_02814	EADAOE_03887	MJAKFC_01176	PIBFPJ_03007	MDFDNN_00569	BLLDNB_01061	KCCMJC_00565	HCOCDN_00748
	DUF3465 domain-containing protein		DUF3465 domain-containing protein	8	8	1	301	5047				479	479	479	PAGBNG_02821	EADAOE_03894	MJAKFC_01169	PIBFPJ_03000	MDFDNN_04621	BLLDNB_01068	KCCMJC_00558	HCOCDN_00755
	diphthine--ammonia ligase		diphthine--ammonia ligase	8	8	1	301	5240				587	662	652	PAGBNG_02828	EADAOE_03901	MJAKFC_01162	PIBFPJ_02993	MDFDNN_00732	BLLDNB_01075	KCCMJC_00551	HCOCDN_00762
	xerC		tyrosine recombinase XerC	8	8	1	301	5222				203	902	814	PAGBNG_02844	EADAOE_03917	MJAKFC_01146	PIBFPJ_02977	MDFDNN_05186	BLLDNB_03415	KCCMJC_00535	HCOCDN_00778
	cinA		Damage-inducible protein CinA	8	8	1	301	5221				407	500	488	PAGBNG_02845	EADAOE_03918	MJAKFC_01145	PIBFPJ_02976	MDFDNN_05187	BLLDNB_03414	KCCMJC_00534	HCOCDN_00779
	glp		gephyrin-like molybdotransferase Glp	8	8	1	301	5200				1187	1187	1187	PAGBNG_02866	EADAOE_03939	MJAKFC_01124	PIBFPJ_02955	MDFDNN_00767	BLLDNB_03393	KCCMJC_00513	HCOCDN_00800
	PNPLA domain-containing protein		PNPLA domain-containing protein	8	8	1	301	5147				1073	1226	1092	PAGBNG_02904	EADAOE_00990	MJAKFC_01088	PIBFPJ_02865	MDFDNN_01039	BLLDNB_03347	KCCMJC_00478	HCOCDN_00898
	Peptidase M9 collagenase N-terminal domain-containing protein		Peptidase M9 collagenase N-terminal domain-containing protein	8	8	1	301	5146				2054	2669	2547	PAGBNG_02905	EADAOE_00989	MJAKFC_01087	PIBFPJ_02864	MDFDNN_01040	BLLDNB_03346	KCCMJC_00476	HCOCDN_00899
	lptB		LPS export ABC transporter ATP-binding protein	8	8	1	301	5135				1718	1718	1718	PAGBNG_02915	EADAOE_00979	MJAKFC_01077	PIBFPJ_02854	MDFDNN_00599	BLLDNB_03336	KCCMJC_00466	HCOCDN_00909
	hlyD		secretion protein HlyD	8	8	1	301	5134				983	983	983	PAGBNG_02916	EADAOE_00978	MJAKFC_01076	PIBFPJ_02853	MDFDNN_00598	BLLDNB_03335	KCCMJC_00465	HCOCDN_00910
	hypB		hydrogenase nickel incorporation protein HypB	8	8	1	301	5124				815	815	815	PAGBNG_02925	EADAOE_00969	MJAKFC_01067	PIBFPJ_02844	MDFDNN_00587	BLLDNB_03326	KCCMJC_00456	HCOCDN_00919
	hypD		hydrogenase formation protein HypD	8	8	1	301	5120				1139	1151	1140	PAGBNG_02928	EADAOE_00966	MJAKFC_01064	PIBFPJ_02841	MDFDNN_04606	BLLDNB_03323	KCCMJC_00453	HCOCDN_00922
	Formate hydrogenlyase complex iron-sulfur subunit		Formate hydrogenlyase complex iron-sulfur subunit	8	8	1	301	5881				539	539	539	PAGBNG_02938	EADAOE_00956	MJAKFC_01444	PIBFPJ_03370	MDFDNN_00443	BLLDNB_03313	KCCMJC_02543	HCOCDN_00932
	Formate hydrogenlyase		Formate hydrogenlyase	8	8	1	301	5885				1622	1631	1624	PAGBNG_02942	EADAOE_00952	MJAKFC_01440	PIBFPJ_03374	MDFDNN_00439	BLLDNB_03309	KCCMJC_02539	HCOCDN_00936
	lysP		Gamma-aminobutyrate permease	8	8	1	301	6040				617	1526	1412	PAGBNG_02996	EADAOE_00934	MJAKFC_01386	PIBFPJ_03427	MDFDNN_00415	BLLDNB_03254	KCCMJC_03018	HCOCDN_00990
	group_1359	acrB	Multidrug transporter MdtC	8	8	1	301	6033				2540	3104	3033	PAGBNG_03000	EADAOE_00930	MJAKFC_01382	PIBFPJ_03431	MDFDNN_00405	BLLDNB_03250	KCCMJC_03014	HCOCDN_00994
	group_1361	RND transporter	RND transporter	8	8	1	301	6030				1037	1391	1346	PAGBNG_03001	EADAOE_00929	MJAKFC_01381	PIBFPJ_03432	MDFDNN_00404	BLLDNB_03249	KCCMJC_03013	HCOCDN_00995
	Peptidase C45 hydrolase domain-containing protein		Peptidase C45 hydrolase domain-containing protein	8	8	1	301	6007				851	851	851	PAGBNG_03013	EADAOE_00917	MJAKFC_01369	PIBFPJ_03444	MDFDNN_04519	BLLDNB_03237	KCCMJC_03842	HCOCDN_01007
	Competence/damage-inducible protein A		Competence/damage-inducible protein A	8	8	1	301	6002				749	767	759	PAGBNG_03018	EADAOE_00914	MJAKFC_01364	PIBFPJ_03449	MDFDNN_00958	BLLDNB_03232	KCCMJC_03422	HCOCDN_01012
	putative periplasmic serine endoprotease DegP-like		putative periplasmic serine endoprotease DegP-like	8	8	1	301	5986				95	1412	1247	PAGBNG_03031	EADAOE_00901	MJAKFC_01351	PIBFPJ_03462	MDFDNN_00972	BLLDNB_03219	KCCMJC_03435	HCOCDN_01025
	prpF		2-methylaconitate cis-trans isomerase PrpF	8	8	1	301	5978				1190	1190	1190	PAGBNG_03039	EADAOE_00894	MJAKFC_01344	PIBFPJ_03469	MDFDNN_00979	BLLDNB_03211	KCCMJC_03442	HCOCDN_01032
	rhaT		EamA domain-containing protein	8	8	1	301	5975				857	857	857	PAGBNG_03042	EADAOE_00891	MJAKFC_01341	PIBFPJ_03472	MDFDNN_00982	BLLDNB_03208	KCCMJC_03445	HCOCDN_01035
	dapA		4-hydroxy-tetrahydrodipicolinate synthase	8	8	1	301	5973				281	902	824	PAGBNG_03044	EADAOE_00889	MJAKFC_01339	PIBFPJ_03474	MDFDNN_00984	BLLDNB_03206	KCCMJC_03447	HCOCDN_01037
	dinG		ATP-dependent DNA helicase DinG	8	8	1	301	5962				1235	2162	2046	PAGBNG_03051	EADAOE_00880	MJAKFC_03781	PIBFPJ_03483	MDFDNN_01047	BLLDNB_03197	KCCMJC_03794	HCOCDN_01046
	Antitoxin		Antitoxin	8	8	1	301	4448				386	464	454	PAGBNG_03080	EADAOE_03265	MJAKFC_03791	PIBFPJ_01419	MDFDNN_02587	BLLDNB_00825	KCCMJC_03331	HCOCDN_02808
	glucokinase		glucokinase	8	8	1	301	4456				653	1046	996	PAGBNG_03088	EADAOE_03257	MJAKFC_03077	PIBFPJ_01411	MDFDNN_02669	BLLDNB_00833	KCCMJC_03323	HCOCDN_02800
	hemL		glutamate-1-semialdehyde 2,1-aminomutase	8	8	1	301	4469				920	1277	1232	PAGBNG_03100	EADAOE_03245	MJAKFC_03065	PIBFPJ_01399	MDFDNN_02612	BLLDNB_02071	KCCMJC_03311	HCOCDN_02788
	uvrD		DNA 3'-5' helicase	8	8	1	301	4335				683	2168	1978	PAGBNG_03191	EADAOE_03154	MJAKFC_01580	PIBFPJ_01305	MDFDNN_02743	BLLDNB_03661	KCCMJC_01364	HCOCDN_02698
	6-O-methylguanine DNA methyltransferase		6-O-methylguanine DNA methyltransferase	8	8	1	301	4322				245	896	814	PAGBNG_03204	EADAOE_03140	MJAKFC_01593	PIBFPJ_01292	MDFDNN_05036	BLLDNB_03648	KCCMJC_01378	HCOCDN_02685
	ung		uracil-DNA glycosylase	8	8	1	301	4311				722	722	722	PAGBNG_03213	EADAOE_03131	MJAKFC_01602	PIBFPJ_01283	MDFDNN_02764	BLLDNB_03639	KCCMJC_01387	HCOCDN_02676
