																					
	query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
	HCOCDN_01781	243365.CV_3728	7.24e-21	85.9	2EGQC@1|root,33AGI@2|Bacteria,1PU35@1224|Proteobacteria,2VWSN@28216|Betaproteobacteria,2KTCI@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01814	384676.PSEEN1996	5.18e-43	147.0	2ARSJ@1|root,31H3W@2|Bacteria,1NP5F@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01817	748280.NH8B_2805	2.27e-152	435.0	28HJH@1|root,2Z7UN@2|Bacteria,1R3V2@1224|Proteobacteria,2VK4T@28216|Betaproteobacteria,2KSXC@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01823	1488328.JMCL01000056_gene889	1.26e-185	536.0	28IFE@1|root,2Z8H5@2|Bacteria,1R5IP@1224|Proteobacteria,1RXJM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01830	243365.CV_2252	8.17e-67	215.0	2DC1Q@1|root,2ZCH9@2|Bacteria,1RGTF@1224|Proteobacteria,2W3VA@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF4379
	HCOCDN_01834	1434929.X946_213	1.11e-15	71.2	2EQHZ@1|root,33I3Z@2|Bacteria,1NIET@1224|Proteobacteria,2VXWP@28216|Betaproteobacteria,1KB32@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01915	243365.CV_3835	0.0	1305.0	28KRW@1|root,2ZA9B@2|Bacteria,1MWVD@1224|Proteobacteria,2W0FD@28216|Betaproteobacteria,2KSHE@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01949	243365.CV_3885	1.82e-185	516.0	28VG3@1|root,2ZHIM@2|Bacteria,1RA7E@1224|Proteobacteria,2VQ1V@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01980	243365.CV_3915	6.62e-57	187.0	2C7H5@1|root,320KD@2|Bacteria,1RHQI@1224|Proteobacteria,2VTBP@28216|Betaproteobacteria,2KRBJ@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01993	243365.CV_3928	2.25e-70	212.0	2DNW1@1|root,32ZFG@2|Bacteria,1N4M9@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02015	748280.NH8B_1132	2,00E-147	436.0	2F244@1|root,33V2Q@2|Bacteria,1NVC2@1224|Proteobacteria,2W1YP@28216|Betaproteobacteria,2KSVX@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02017	243365.CV_3966	3.37e-116	338.0	2AUUD@1|root,31KHI@2|Bacteria,1MY88@1224|Proteobacteria,2VVJ0@28216|Betaproteobacteria,2KT2C@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02020	243365.CV_3970	4.54e-72	225.0	2E71K@1|root,331K8@2|Bacteria,1N7P3@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02023	748280.NH8B_1126	8.18e-33	118.0	2DG36@1|root,2ZU9F@2|Bacteria,1PASW@1224|Proteobacteria,2W6JG@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02051	243365.CV_0915	6.1e-50	159.0	2DQ77@1|root,3351E@2|Bacteria,1N9D8@1224|Proteobacteria,2VVUI@28216|Betaproteobacteria,2KRWH@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02061	243365.CV_0904	2,00E-56	177.0	2E41J@1|root,32YY6@2|Bacteria,1N8KE@1224|Proteobacteria,2VW0A@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02092	243365.CV_0860	1.64e-160	452.0	28KTK@1|root,2ZAAP@2|Bacteria,1RCI8@1224|Proteobacteria,2VQ6W@28216|Betaproteobacteria,2KQZ8@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02093	279714.FuraDRAFT_0304	3.59e-227	635.0	2CG46@1|root,2Z7W3@2|Bacteria,1NFW3@1224|Proteobacteria,2VN3X@28216|Betaproteobacteria,2KSUJ@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02106	629265.PMA4326_27002	7.54e-54	186.0	28K3X@1|root,2Z9T2@2|Bacteria,1N651@1224|Proteobacteria,1SEK7@1236|Gammaproteobacteria,1ZA11@136849|Pseudomonas syringae group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02130	243365.CV_0823	2.67e-180	505.0	2DMH7@1|root,32RIA@2|Bacteria,1RM1U@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02198	243365.CV_0743	4.78e-32	113.0	2E4RC@1|root,32ZJW@2|Bacteria,1N8RU@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02199	322710.Avin_04900	6.55e-40	145.0	29VJB@1|root,30H1W@2|Bacteria,1RGED@1224|Proteobacteria,1S5BQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02200	579405.Dd703_4030	1.71e-41	142.0	2F2UA@1|root,33VQA@2|Bacteria,1N5GR@1224|Proteobacteria,1SNZH@1236|Gammaproteobacteria,2JE9M@204037|Dickeya	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02210	243365.CV_0732	3.62e-71	223.0	2AV2B@1|root,31KS6@2|Bacteria,1RKXZ@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02211	243365.CV_0732	1.13e-13	68.9	2AV2B@1|root,31KS6@2|Bacteria,1RKXZ@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02220	243365.CV_0725	1.55e-70	221.0	2EMEU@1|root,33F3N@2|Bacteria,1NNH7@1224|Proteobacteria,2W4UQ@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02266	983917.RGE_37170	5.96e-30	111.0	2E381@1|root,32Y7R@2|Bacteria,1N7ZJ@1224|Proteobacteria,2W6H9@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02292	55207.KP22_21115	1.6e-41	145.0	2C9M0@1|root,31HY2@2|Bacteria,1QFMM@1224|Proteobacteria,1TCX1@1236|Gammaproteobacteria,1MTQV@122277|Pectobacterium	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02300	1198452.Jab_1c01650	5.37e-09	63.5	29WBQ@1|root,30HXA@2|Bacteria,1QUYC@1224|Proteobacteria,2WGKG@28216|Betaproteobacteria,477F6@75682|Oxalobacteraceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02402	243365.CV_0522	1.89e-77	240.0	2DBRF@1|root,2ZAKB@2|Bacteria,1N3FC@1224|Proteobacteria,2W8QZ@28216|Betaproteobacteria,2KTGQ@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02412	243365.CV_0504	7.16e-80	238.0	2ENP1@1|root,33GAD@2|Bacteria,1NMKF@1224|Proteobacteria,2VYT9@28216|Betaproteobacteria,2KS51@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02421	243365.CV_0497	1.15e-35	121.0	2FIKX@1|root,34ACW@2|Bacteria,1P1F1@1224|Proteobacteria,2W4CC@28216|Betaproteobacteria,2KT9X@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02428	748280.NH8B_3919	3.66e-122	364.0	2DBJU@1|root,2Z9NR@2|Bacteria,1MWM0@1224|Proteobacteria,2WGD9@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02442	243365.CV_0476	2.68e-88	262.0	2CBAW@1|root,32RT0@2|Bacteria,1N5YK@1224|Proteobacteria,2VUVB@28216|Betaproteobacteria,2KRT4@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02448	243365.CV_0469	5.31e-51	163.0	2EMDA@1|root,33F27@2|Bacteria,1NN4Z@1224|Proteobacteria,2W3YY@28216|Betaproteobacteria,2KTCA@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02465	243365.CV_0454	1.15e-102	298.0	2BKBB@1|root,32ERQ@2|Bacteria,1NX1D@1224|Proteobacteria,2W2VU@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02489	160488.PP_3058	3.38e-31	116.0	2EU1M@1|root,33MIN@2|Bacteria,1NAKN@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02496	243365.CV_0419	7.33e-88	263.0	2EU1M@1|root,33MIN@2|Bacteria,1NAKN@1224|Proteobacteria,2VYJ4@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02506	243365.CV_0408	6.79e-29	104.0	2EG94@1|root,33A0W@2|Bacteria,1NGPN@1224|Proteobacteria,2VZ33@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02509	1366050.N234_34995	1.75e-31	120.0	2E9FY@1|root,333P7@2|Bacteria,1N8S6@1224|Proteobacteria,2VWAN@28216|Betaproteobacteria,1K4AW@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02510	243365.CV_3928	2.25e-70	212.0	2DNW1@1|root,32ZFG@2|Bacteria,1N4M9@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02539	1198452.Jab_2c23340	4.81e-42	147.0	28PP7@1|root,2ZCBP@2|Bacteria,1NEUP@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02548	948106.AWZT01000025_gene4816	8.22e-87	276.0	2F8NU@1|root,34119@2|Bacteria,1NXQ8@1224|Proteobacteria,2W6UR@28216|Betaproteobacteria,1KCSB@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02557	243365.CV_0375	2.44e-29	105.0	28WYP@1|root,2ZIXQ@2|Bacteria,1P95U@1224|Proteobacteria,2W5PU@28216|Betaproteobacteria,2KTK4@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02576	279714.FuraDRAFT_1733	2.66e-25	95.9	2DQ8N@1|root,335AJ@2|Bacteria,1NDHY@1224|Proteobacteria,2VWXG@28216|Betaproteobacteria,2KU1X@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02577	279714.FuraDRAFT_1732	9.5e-25	102.0	2EEI0@1|root,338BV@2|Bacteria,1NDSU@1224|Proteobacteria,2WBB1@28216|Betaproteobacteria,2KS8J@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02582	243365.CV_0349	6.71e-76	227.0	2DBW5@1|root,32TY9@2|Bacteria,1NB51@1224|Proteobacteria,2VT9R@28216|Betaproteobacteria,2KRIT@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02591	243365.CV_0340	3.58e-122	350.0	29WVM@1|root,30IH9@2|Bacteria,1PQ8W@1224|Proteobacteria,2WAZP@28216|Betaproteobacteria,2KTI0@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02593	243365.CV_0338	1.76e-88	264.0	2DPF2@1|root,331TI@2|Bacteria,1QXRK@1224|Proteobacteria,2VY6K@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02601	395494.Galf_0632	5.66e-23	91.7	2E7Z7@1|root,332DJ@2|Bacteria,1N6VJ@1224|Proteobacteria,2VW3V@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02610	279714.FuraDRAFT_3428	7.87e-68	211.0	2DW6G@1|root,32V0X@2|Bacteria,1N05S@1224|Proteobacteria,2VUCG@28216|Betaproteobacteria,2KRQ9@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02618	243365.CV_0302	1.97e-98	291.0	29FA5@1|root,3027T@2|Bacteria,1REEQ@1224|Proteobacteria,2VYEN@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02689	243365.CV_0214	2.82e-25	101.0	2ERXF@1|root,33JGN@2|Bacteria,1NKIV@1224|Proteobacteria,2VYE8@28216|Betaproteobacteria,2KTJ8@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02729	243365.CV_0195	2.59e-50	160.0	2EKBB@1|root,33E1Q@2|Bacteria,1NJ3D@1224|Proteobacteria,2VXMB@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02732	243365.CV_0192	1.29e-71	226.0	COG5473@1|root,COG5473@2|Bacteria,1N9UJ@1224|Proteobacteria,2VRZ3@28216|Betaproteobacteria,2KRKS@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02759	243365.CV_0589	1.82e-28	107.0	2973Y@1|root,2ZUC4@2|Bacteria,1P9FJ@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02766	243365.CV_0037	3.7e-38	132.0	28QXC@1|root,2ZDCG@2|Bacteria,1P81K@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02797	243365.CV_0037	3.08e-28	108.0	28QXC@1|root,2ZDCG@2|Bacteria,1P81K@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02940	243365.CV_4312	1.61e-44	144.0	28U83@1|root,2ZGDQ@2|Bacteria,1PBAJ@1224|Proteobacteria,2W6BS@28216|Betaproteobacteria,2KTHC@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02956	243365.CV_4295	2.2e-38	132.0	2DPGJ@1|root,331Z6@2|Bacteria,1NFCY@1224|Proteobacteria,2VX8R@28216|Betaproteobacteria,2KS2A@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_02974	243365.CV_4272	2.5e-67	206.0	2EBBV@1|root,335CI@2|Bacteria,1NDCT@1224|Proteobacteria,2VX08@28216|Betaproteobacteria,2KRUE@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03001	243365.CV_4250	2.45e-12	65.5	2DT6N@1|root,33IXI@2|Bacteria,1NHJI@1224|Proteobacteria,2VYIX@28216|Betaproteobacteria,2KSA3@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03029	279714.FuraDRAFT_3847	5.36e-39	135.0	2DNJV@1|root,32UJ6@2|Bacteria,1N4SS@1224|Proteobacteria,2VVK5@28216|Betaproteobacteria,2KRWS@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03032	279714.FuraDRAFT_3849	3.61e-119	366.0	2C2C7@1|root,2Z85G@2|Bacteria,1PD07@1224|Proteobacteria,2VSBD@28216|Betaproteobacteria,2KT75@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03100	748280.NH8B_0395	2.82e-23	94.4	2EBB3@1|root,335BT@2|Bacteria,1NDFE@1224|Proteobacteria,2VVRQ@28216|Betaproteobacteria,2KRXI@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03154	243365.CV_4093	1.8e-308	845.0	2CCFW@1|root,2ZAY3@2|Bacteria,1R8BP@1224|Proteobacteria,2VPFC@28216|Betaproteobacteria,2KQBJ@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03167	243365.CV_4082	5.85e-260	732.0	28I9I@1|root,2Z8C7@2|Bacteria,1R9EC@1224|Proteobacteria,2W2A4@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03411	557598.LHK_00384	8.15e-52	168.0	29HZS@1|root,304WU@2|Bacteria,1N5ZA@1224|Proteobacteria,2VTY2@28216|Betaproteobacteria,2KTR2@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03550	243365.CV_1166	2.32e-38	130.0	2CF4K@1|root,332IV@2|Bacteria,1N9BX@1224|Proteobacteria,2VWFJ@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03584	243365.CV_3590	5.71e-78	236.0	2BWQ4@1|root,32QZV@2|Bacteria,1MZQ9@1224|Proteobacteria,2VSNR@28216|Betaproteobacteria,2KS4H@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF4124
	HCOCDN_03611	243365.CV_3560	1.5e-81	244.0	2AXKK@1|root,31PKU@2|Bacteria,1RIEG@1224|Proteobacteria,2VSXS@28216|Betaproteobacteria,2KRD3@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03615	243365.CV_3556	3.1e-36	125.0	29A9U@1|root,2ZXAK@2|Bacteria,1P5B1@1224|Proteobacteria,2W6DC@28216|Betaproteobacteria,2KTN2@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03628	1121878.AUGL01000001_gene222	5.7e-12	61.6	2ERMZ@1|root,33J7E@2|Bacteria,1NJH6@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03633	1434929.X946_5676	5.94e-34	132.0	2DPEC@1|root,331RJ@2|Bacteria,1N7D6@1224|Proteobacteria,2W4PY@28216|Betaproteobacteria,1KAN8@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03636	511.JT27_00670	1.68e-64	206.0	2CI1J@1|root,32S73@2|Bacteria,1N528@1224|Proteobacteria,2VYZ1@28216|Betaproteobacteria,3T65K@506|Alcaligenaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03646	279714.FuraDRAFT_0260	1.36e-10	62.0	2DCGV@1|root,2ZE4Q@2|Bacteria,1P87E@1224|Proteobacteria,2W5VB@28216|Betaproteobacteria,2KTGP@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03652	748280.NH8B_1956	2.5e-34	127.0	2EBI1@1|root,335IG@2|Bacteria,1N6PX@1224|Proteobacteria,2VX4H@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	YdaT_toxin
	HCOCDN_03658	1443113.LC20_01729	2.67e-27	115.0	COG3756@1|root,COG3756@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HTH_36
	HCOCDN_03659	882378.RBRH_01222	7.86e-42	149.0	2CTHS@1|root,334UQ@2|Bacteria,1R3I7@1224|Proteobacteria,2WIHZ@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03661	305700.B447_17546	7.57e-45	158.0	2CTXP@1|root,32SUA@2|Bacteria,1N1VX@1224|Proteobacteria,2VW3U@28216|Betaproteobacteria,2KZFA@206389|Rhodocyclales	206389|Rhodocyclales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03672	748280.NH8B_0984	7.9e-60	196.0	2D80K@1|root,32TQ4@2|Bacteria,1N4HE@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03676	257310.BB1707	1.55e-27	104.0	2DQIK@1|root,3373M@2|Bacteria,1N73X@1224|Proteobacteria,2W3XD@28216|Betaproteobacteria,3T7ZK@506|Alcaligenaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03679	557598.LHK_01758	2.33e-53	171.0	2E72N@1|root,331M9@2|Bacteria,1NEAJ@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03690	29581.BW37_01879	3.2e-43	156.0	COG4253@1|root,COG4253@2|Bacteria,1RFXU@1224|Proteobacteria,2VRPS@28216|Betaproteobacteria,474XR@75682|Oxalobacteraceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03691	1357279.N018_26075	1.72e-57	182.0	2CJ2P@1|root,343GS@2|Bacteria,1P0AJ@1224|Proteobacteria,1SSQD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03692	465817.ETA_pET350230	5.38e-39	132.0	2ESHV@1|root,33K2J@2|Bacteria,1P0B4@1224|Proteobacteria,1SSXU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03780	243365.CV_1364	7.67e-308	851.0	2DBUQ@1|root,2ZB76@2|Bacteria,1R4DM@1224|Proteobacteria,2VS5V@28216|Betaproteobacteria,2KR1T@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03906	243365.CV_1533	6.26e-87	259.0	2F5JM@1|root,33Y4W@2|Bacteria,1NW12@1224|Proteobacteria,2W2XT@28216|Betaproteobacteria,2KT2S@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03927	1120705.FG95_00529	2.99e-47	156.0	2CI6B@1|root,303H9@2|Bacteria,1N3RZ@1224|Proteobacteria,2UCW1@28211|Alphaproteobacteria,2K6GD@204457|Sphingomonadales	204457|Sphingomonadales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_03949	243365.CV_1594	5.11e-57	177.0	2EI7H@1|root,33BYV@2|Bacteria,1NKBC@1224|Proteobacteria,2VZ29@28216|Betaproteobacteria,2KS5B@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_04008	243365.CV_1649	3.49e-33	115.0	2EHFW@1|root,33B7S@2|Bacteria,1NJAQ@1224|Proteobacteria,2VYH0@28216|Betaproteobacteria,2KS9X@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_04013	243365.CV_1655	2.58e-83	247.0	2E4WI@1|root,32ZQN@2|Bacteria,1N7PB@1224|Proteobacteria,2VWRW@28216|Betaproteobacteria,2KS02@206351|Neisseriales	206351|Neisseriales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_04031	1168065.DOK_00682	3.8e-61	194.0	29NNR@1|root,31FC3@2|Bacteria,1R39F@1224|Proteobacteria,1T656@1236|Gammaproteobacteria,1JA0H@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_04041	243365.CV_3231	7.37e-132	375.0	2C1BX@1|root,307EB@2|Bacteria,1MY9B@1224|Proteobacteria,2VRW7@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_04061	511.JT27_13125	1.77e-10	61.6	2DSR4@1|root,33H4K@2|Bacteria,1NHPX@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_04081	760117.JN27_21670	1.84e-16	76.3	COG4678@1|root,COG4678@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K12056	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	-
	HCOCDN_04088	555778.Hneap_0096	2.36e-43	144.0	2CC1P@1|root,33JNQ@2|Bacteria,1NQ6M@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_04100	1150626.PHAMO_80067	3.57e-60	201.0	COG2401@1|root,COG2401@2|Bacteria,1NW3B@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	ko:K07128	-	-	-	-	ko00000	-	-	-	-
	HCOCDN_04104	1150626.PHAMO_80073	7.04e-183	531.0	2BF3Y@1|root,315AZ@2|Bacteria,1NCT0@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF4055
	HCOCDN_04105	1150626.PHAMO_80074	8.61e-44	158.0	28IY5@1|root,2Z8VY@2|Bacteria,1RC9Z@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
